Date,Time,Comp,Round,Day,Venue,Result,GF,GA,Opponent,xG,xGA,Poss,Attendance,Captain,Formation,points,GD,cum_points,PpG,Market Value,Team,League Position,Total_GF,Total_GA,form_last_3,avgGF,avgGA
2023-11-26,14:00,La Liga,14,Sun,0,L,1.0,3.0,Villarreal,1.0,2.4,55.0,16389.0,David García,4-2-3-1,0,-2.0,14,0.875,"99,30",Osasuna,14.0,16.0,24.0,0.0,1.1428571428571428,1.7142857142857142
2023-11-26,18:30,La Liga,14,Sun,0,W,3.0,0.0,Cádiz,1.6,1.2,61.0,20325.0,Nacho,4-2-2-2,3,3.0,35,1.9444444444444444,"1,04",Real Madrid,1.0,31.0,9.0,2.0,2.2142857142857144,0.6428571428571429
2023-11-26,16:15,La Liga,14,Sun,1,W,2.0,1.0,Sevilla,0.7,0.6,49.0,33879.0,Mikel Merino,4-4-2,3,1.0,25,1.3157894736842106,"478,90",Real Sociedad,5.0,25.0,17.0,1.0,1.7857142857142858,1.2142857142857142
2023-11-26,16:15,La Liga,14,Sun,0,L,1.0,2.0,Real Sociedad,0.6,0.7,51.0,33879.0,Jesús Navas,4-2-3-1,0,-1.0,12,0.631578947368421,"212,00",Sevilla,15.0,19.0,19.0,0.0,1.4615384615384615,1.4615384615384615
2023-11-26,14:00,La Liga,14,Sun,1,W,3.0,1.0,Osasuna,2.4,1.0,45.0,16389.0,Raúl Albiol,4-4-2,3,2.0,15,0.7894736842105263,"213,20",Villareal,12.0,21.0,25.0,1.0,1.5,1.7857142857142858
2023-11-27,21:00,La Liga,14,Mon,0,D,1.0,1.0,Girona,1.5,1.3,40.0,13123.0,Óscar de Marcos,4-2-3-1,1,0.0,25,1.6666666666666667,"261,00",Athletic Club,6.0,26.0,18.0,2.0,1.8571428571428572,1.2857142857142858
2023-11-27,21:00,La Liga,14,Mon,1,D,1.0,1.0,Athletic Club,1.3,1.5,60.0,13123.0,Cristhian Stuani,4-4-1-1,1,0.0,35,2.3333333333333335,"246,80",Girona,2.0,32.0,17.0,3.0,2.2857142857142856,1.2142857142857142
2023-11-29,21:00,La Liga,13,Wed,0,D,1.0,1.0,Mallorca,0.3,1.1,33.0,13821.0,Isaac Carcelen,4-4-2,1,0.0,11,0.7333333333333333,"62,10",Cádiz,16.0,11.0,21.0,0.0,0.7857142857142857,1.5
2023-11-29,21:00,La Liga,13,Wed,1,D,1.0,1.0,Cádiz,1.1,0.3,67.0,13821.0,Antonio Raillo,5-3-2,1,0.0,10,0.6666666666666666,"87,10",Mallorca,17.0,13.0,20.0,0.0,0.9285714285714286,1.4285714285714286
2023-12-01,20:00,La Liga,15,Fri,0,L,0.0,2.0,Las Palmas,0.9,1.5,30.0,21912.0,Djené,4-4-1-1,0,-2.0,19,1.1875,"95,05",Getafe,10.0,17.0,20.0,2.0,1.1333333333333333,1.3333333333333333
2023-12-01,20:00,La Liga,15,Fri,1,W,2.0,0.0,Getafe,1.5,0.9,70.0,21912.0,Kirian Rodríguez,4-5-1,3,2.0,21,1.3125,"96,60",Las Palmas,8.0,13.0,13.0,1.0,0.8666666666666667,0.8666666666666667
2023-12-02,16:15,La Liga,15,Sat,1,W,4.0,0.0,Rayo Vallecano,1.3,0.5,51.0,44689.0,Óscar de Marcos,4-2-3-1,3,4.0,28,1.75,"261,00",Athletic Club,5.0,30.0,18.0,2.0,2.0,1.2
2023-12-02,14:00,La Liga,15,Sat,1,W,2.0,1.0,Valencia,1.6,1.0,77.0,13343.0,Aleix García,3-4-3,3,1.0,38,2.375,"246,80",Girona,2.0,34.0,18.0,2.0,2.2666666666666666,1.2
2023-12-02,18:30,La Liga,15,Sat,0,L,0.0,2.0,Real Madrid,0.1,1.8,29.0,70685.0,Carlos Neva,4-4-2,0,-2.0,7,0.4375,"87,50",Granada,19.0,19.0,35.0,0.0,1.2666666666666666,2.3333333333333335
2023-12-02,21:00,La Liga,15,Sat,1,D,1.0,1.0,Real Sociedad,0.7,1.7,29.0,20859.0,David García,5-3-2,1,0.0,15,0.8823529411764706,"99,30",Osasuna,14.0,17.0,25.0,0.0,1.1333333333333333,1.6666666666666667
2023-12-02,16:15,La Liga,15,Sat,0,L,0.0,4.0,Athletic Club,0.5,1.3,49.0,44689.0,Óscar Valentín,4-2-3-1,0,-4.0,19,1.1875,"68,60",Rayo Vallecano,9.0,16.0,22.0,0.0,1.0666666666666667,1.4666666666666666
2023-12-02,18:30,La Liga,15,Sat,1,W,2.0,0.0,Granada,1.8,0.1,71.0,70685.0,Dani Carvajal,4-4-2,3,2.0,38,1.9,"1,04",Real Madrid,1.0,33.0,9.0,2.0,2.2,0.6
2023-12-02,21:00,La Liga,15,Sat,0,D,1.0,1.0,Osasuna,1.7,0.7,71.0,20859.0,Mikel Merino,4-3-3,1,0.0,26,1.2380952380952381,"478,90",Real Sociedad,6.0,26.0,18.0,2.0,1.7333333333333334,1.2
2023-12-02,14:00,La Liga,15,Sat,0,L,1.0,2.0,Girona,1.0,1.6,23.0,13343.0,Gabriel Paulista,4-4-2,0,-1.0,19,1.1875,"215,95",Valencia,11.0,17.0,20.0,1.0,1.1333333333333333,1.3333333333333333
2023-12-03,14:00,La Liga,15,Sun,0,D,0.0,0.0,Mallorca,0.3,0.8,37.0,15090.0,Luis Rioja,4-2-3-1,1,0.0,16,1.0,"97,20",Alavés,13.0,14.0,19.0,2.0,0.9333333333333333,1.2666666666666666
2023-12-03,16:15,La Liga,15,Sun,1,D,0.0,0.0,Betis,2.4,0.5,61.0,14253.0,Lucas Robertone,4-2-3-1,1,0.0,4,0.25,"72,80",Almería,20.0,16.0,37.0,0.0,1.0666666666666667,2.466666666666667
2023-12-03,21:00,La Liga,15,Sun,0,L,0.0,1.0,Barcelona,0.6,2.6,42.0,34568.0,Koke,5-3-2,0,-1.0,31,1.631578947368421,"417,80",Atlético Madrid,4.0,30.0,13.0,2.0,2.142857142857143,0.9285714285714286
2023-12-03,21:00,La Liga,15,Sun,1,W,1.0,0.0,Atlético Madrid,2.6,0.6,58.0,34568.0,Ronald Araújo,4-3-3,3,1.0,34,1.7,"839,50",Barcelona,3.0,28.0,14.0,2.0,1.8666666666666667,0.9333333333333333
2023-12-03,16:15,La Liga,15,Sun,0,D,0.0,0.0,Almería,0.5,2.4,39.0,14253.0,Germán Pezzella,4-4-1-1,1,0.0,25,1.1904761904761905,"198,50",Betis,7.0,18.0,16.0,2.0,1.2,1.0666666666666667
2023-12-03,14:00,La Liga,15,Sun,1,D,0.0,0.0,Alavés,0.8,0.3,63.0,15090.0,Antonio Raillo,4-2-3-1,1,0.0,11,0.6875,"87,10",Mallorca,17.0,13.0,20.0,0.0,0.8666666666666667,1.3333333333333333
2023-12-03,18:30,La Liga,15,Sun,1,D,1.0,1.0,Villarreal,1.8,1.2,57.0,33898.0,Ivan Rakitić,4-3-3,1,0.0,13,0.6190476190476191,"212,00",Sevilla,15.0,20.0,20.0,0.0,1.4285714285714286,1.4285714285714286
2023-12-03,18:30,La Liga,15,Sun,0,D,1.0,1.0,Sevilla,1.2,1.8,43.0,33898.0,Raúl Albiol,4-4-2,1,0.0,16,0.7619047619047619,"213,20",Villareal,12.0,22.0,26.0,1.0,1.4666666666666666,1.7333333333333334
2023-12-04,21:00,La Liga,15,Mon,1,D,1.0,1.0,Cádiz,2.4,0.3,68.0,17302.0,Iago Aspas,4-4-2,1,0.0,9,0.5625,"112,00",Celta Vigo,18.0,15.0,25.0,0.0,1.0,1.6666666666666667
2023-12-04,21:00,La Liga,15,Mon,0,D,1.0,1.0,Celta Vigo,0.3,2.4,32.0,17302.0,Isaac Carcelen,4-4-2,1,0.0,12,0.75,"62,10",Cádiz,16.0,12.0,22.0,0.0,0.8,1.4666666666666666
2023-12-08,21:00,La Liga,16,Fri,1,W,1.0,0.0,Valencia,0.7,0.1,69.0,11515.0,Djené,4-4-2,3,1.0,22,1.2222222222222223,"95,05",Getafe,9.0,18.0,20.0,1.0,1.125,1.25
2023-12-08,21:00,La Liga,16,Fri,0,L,0.0,1.0,Getafe,0.1,0.7,31.0,11515.0,Gabriel Paulista,4-4-2,0,-1.0,19,1.0555555555555556,"215,95",Valencia,11.0,17.0,21.0,0.0,1.0625,1.3125
2023-12-09,14:00,La Liga,16,Sat,1,L,0.0,1.0,Las Palmas,1.9,0.4,41.0,15971.0,Luis Rioja,4-4-1-1,0,-1.0,16,0.8888888888888888,"97,20",Alavés,14.0,14.0,20.0,1.0,0.875,1.25
2023-12-09,16:15,La Liga,16,Sat,1,D,1.0,1.0,Real Madrid,1.3,1.0,37.0,52756.0,Germán Pezzella,4-2-3-1,1,0.0,26,1.1304347826086956,"198,50",Betis,7.0,19.0,17.0,1.0,1.1875,1.0625
2023-12-09,14:00,La Liga,16,Sat,0,W,1.0,0.0,Alavés,0.4,1.9,59.0,15971.0,Kirian Rodríguez,4-5-1,3,1.0,24,1.3333333333333333,"96,60",Las Palmas,8.0,14.0,13.0,1.0,0.875,0.8125
2023-12-09,21:00,La Liga,16,Sat,1,W,1.0,0.0,Sevilla,0.5,0.6,35.0,16041.0,Antonio Raillo,3-5-1-1,3,1.0,14,0.7777777777777778,"87,10",Mallorca,15.0,14.0,20.0,0.0,0.875,1.25
2023-12-09,16:15,La Liga,16,Sat,0,D,1.0,1.0,Betis,1.0,1.3,63.0,52756.0,Luka Modrić,4-2-3-1,1,0.0,39,1.8571428571428572,"1,04",Real Madrid,2.0,34.0,10.0,3.0,2.125,0.625
2023-12-09,18:30,La Liga,16,Sat,0,W,3.0,0.0,Villarreal,1.5,2.2,47.0,19344.0,Aritz Elustondo,4-1-4-1,3,3.0,29,1.2608695652173914,"478,90",Real Sociedad,5.0,29.0,18.0,2.0,1.8125,1.125
2023-12-09,21:00,La Liga,16,Sat,0,L,0.0,1.0,Mallorca,0.6,0.5,65.0,16041.0,Ivan Rakitić,4-3-3,0,-1.0,13,0.5652173913043478,"212,00",Sevilla,16.0,20.0,21.0,0.0,1.3333333333333333,1.4
2023-12-09,18:30,La Liga,16,Sat,1,L,0.0,3.0,Real Sociedad,2.2,1.5,53.0,19344.0,Raúl Albiol,4-4-2,0,-3.0,16,0.6956521739130435,"213,20",Villareal,12.0,22.0,29.0,1.0,1.375,1.8125
2023-12-10,14:00,La Liga,16,Sun,0,L,1.0,2.0,Atlético Madrid,1.3,2.2,43.0,55473.0,Lucas Robertone,3-4-1-2,0,-1.0,4,0.2222222222222222,"72,80",Almería,20.0,17.0,39.0,0.0,1.0625,2.4375
2023-12-10,14:00,La Liga,16,Sun,1,W,2.0,1.0,Almería,2.2,1.3,57.0,55473.0,Koke,3-4-3,3,1.0,34,1.7,"417,80",Atlético Madrid,4.0,32.0,14.0,2.0,2.1333333333333333,0.9333333333333333
2023-12-10,21:00,La Liga,16,Sun,1,L,2.0,4.0,Girona,3.7,2.5,54.0,42848.0,Ronald Araújo,4-3-3,0,-2.0,34,1.619047619047619,"839,50",Barcelona,3.0,30.0,18.0,2.0,1.875,1.125
2023-12-10,18:30,La Liga,16,Sun,1,D,1.0,1.0,Osasuna,0.9,1.6,45.0,18356.0,Isaac Carcelen,4-4-2,1,0.0,13,0.7222222222222222,"62,10",Cádiz,17.0,13.0,23.0,0.0,0.8125,1.4375
2023-12-10,21:00,La Liga,16,Sun,0,W,4.0,2.0,Barcelona,2.5,3.7,46.0,42848.0,Aleix García,3-4-3,3,2.0,41,2.2777777777777777,"246,80",Girona,1.0,38.0,20.0,2.0,2.375,1.25
2023-12-10,18:30,La Liga,16,Sun,0,D,1.0,1.0,Cádiz,1.6,0.9,55.0,18356.0,Unai García,4-3-3,1,0.0,16,0.8888888888888888,"99,30",Osasuna,13.0,18.0,26.0,0.0,1.125,1.625
2023-12-11,21:00,La Liga,16,Mon,0,D,1.0,1.0,Granada,1.1,0.7,52.0,12849.0,Óscar de Marcos,4-2-3-1,1,0.0,29,1.6111111111111112,"261,00",Athletic Club,6.0,31.0,19.0,2.0,1.9375,1.1875
2023-12-11,21:00,La Liga,16,Mon,0,D,0.0,0.0,Rayo Vallecano,0.1,1.2,37.0,11796.0,Kevin Vázquez,4-4-2,1,0.0,10,0.5555555555555556,"112,00",Celta Vigo,18.0,15.0,25.0,0.0,0.9375,1.5625
2023-12-11,21:00,La Liga,16,Mon,1,D,1.0,1.0,Athletic Club,0.7,1.1,48.0,12849.0,Carlos Neva,4-2-3-1,1,0.0,8,0.47058823529411764,"87,50",Granada,19.0,20.0,36.0,0.0,1.25,2.25
2023-12-11,21:00,La Liga,16,Mon,1,D,0.0,0.0,Celta Vigo,1.2,0.1,63.0,11796.0,Óscar Valentín,4-2-3-1,1,0.0,20,1.1111111111111112,"68,60",Rayo Vallecano,10.0,16.0,22.0,0.0,1.0,1.375
2023-12-15,21:00,La Liga,17,Fri,1,W,1.0,0.0,Rayo Vallecano,1.2,0.7,60.0,18586.0,David García,4-3-3,3,1.0,19,1.0,"99,30",Osasuna,12.0,19.0,26.0,0.0,1.1176470588235294,1.5294117647058822
2023-12-15,21:00,La Liga,17,Fri,0,L,0.0,1.0,Osasuna,0.7,1.2,40.0,18586.0,Óscar Valentín,4-4-2,0,-1.0,20,1.0526315789473684,"68,60",Rayo Vallecano,10.0,16.0,23.0,0.0,0.9411764705882353,1.3529411764705883
2023-12-16,16:15,La Liga,17,Sat,1,W,2.0,0.0,Atlético Madrid,2.4,0.4,38.0,48781.0,Iñaki Williams,4-2-3-1,3,2.0,32,1.6842105263157894,"261,00",Athletic Club,5.0,33.0,19.0,1.0,1.9411764705882353,1.1176470588235294
2023-12-16,16:15,La Liga,17,Sat,0,L,0.0,2.0,Athletic Club,0.4,2.4,62.0,48781.0,Koke,3-5-2,0,-2.0,34,1.5454545454545454,"417,80",Atlético Madrid,4.0,32.0,16.0,2.0,2.0,1.0
2023-12-16,21:00,La Liga,17,Sat,0,D,1.0,1.0,Valencia,3.2,0.5,63.0,46492.0,Ronald Araújo,4-3-3,1,0.0,35,1.5217391304347827,"839,50",Barcelona,3.0,31.0,19.0,1.0,1.8235294117647058,1.1176470588235294
2023-12-16,14:00,La Liga,17,Sat,1,W,1.0,0.0,Granada,1.4,0.5,39.0,18027.0,Iago Aspas,4-4-2,3,1.0,13,0.6842105263157895,"112,00",Celta Vigo,18.0,16.0,25.0,0.0,0.9411764705882353,1.4705882352941178
2023-12-16,18:30,La Liga,17,Sat,0,W,3.0,0.0,Sevilla,2.4,1.0,43.0,30005.0,Djené,4-4-2,3,3.0,25,1.3157894736842106,"95,05",Getafe,8.0,21.0,20.0,2.0,1.2352941176470589,1.1764705882352942
2023-12-16,14:00,La Liga,17,Sat,0,L,0.0,1.0,Celta Vigo,0.5,1.4,61.0,18027.0,Carlos Neva,4-2-3-1,0,-1.0,8,0.4444444444444444,"87,50",Granada,19.0,20.0,37.0,0.0,1.1764705882352942,2.176470588235294
2023-12-16,18:30,La Liga,17,Sat,1,L,0.0,3.0,Getafe,1.0,2.4,57.0,30005.0,Ivan Rakitić,5-3-2,0,-3.0,13,0.52,"212,00",Sevilla,17.0,20.0,24.0,0.0,1.25,1.5
2023-12-16,21:00,La Liga,17,Sat,1,D,1.0,1.0,Barcelona,0.5,3.2,37.0,46492.0,Mouctar Diakhaby,4-4-2,1,0.0,20,1.0526315789473684,"215,95",Valencia,11.0,18.0,22.0,0.0,1.0588235294117647,1.2941176470588236
2023-12-17,14:00,La Liga,17,Sun,1,D,0.0,0.0,Mallorca,0.3,1.9,53.0,11936.0,Lucas Robertone,3-4-3,1,0.0,5,0.2631578947368421,"72,80",Almería,20.0,17.0,39.0,0.0,1.0,2.2941176470588234
2023-12-17,16:15,La Liga,17,Sun,0,D,0.0,0.0,Real Sociedad,1.1,1.1,43.0,33172.0,Germán Pezzella,4-2-3-1,1,0.0,27,1.08,"198,50",Betis,7.0,19.0,17.0,1.0,1.1176470588235294,1.0
2023-12-17,17:30,La Liga,17,Sun,0,D,1.0,1.0,Las Palmas,1.6,0.7,36.0,25275.0,Isaac Carcelen,4-4-2,1,0.0,14,0.7368421052631579,"62,10",Cádiz,16.0,14.0,24.0,0.0,0.8235294117647058,1.411764705882353
2023-12-17,17:30,La Liga,17,Sun,1,D,1.0,1.0,Cádiz,0.7,1.6,64.0,25275.0,Kirian Rodríguez,4-5-1,1,0.0,25,1.3157894736842106,"96,60",Las Palmas,9.0,15.0,14.0,2.0,0.8823529411764706,0.8235294117647058
2023-12-17,14:00,La Liga,17,Sun,0,D,0.0,0.0,Almería,1.9,0.3,47.0,11936.0,Antonio Raillo,3-4-3,1,0.0,15,0.7894736842105263,"87,10",Mallorca,15.0,14.0,20.0,1.0,0.8235294117647058,1.1764705882352942
2023-12-17,21:00,La Liga,17,Sun,1,W,4.0,1.0,Villarreal,2.3,0.8,60.0,70500.0,Luka Modrić,4-4-2,3,3.0,42,1.826086956521739,"1,04",Real Madrid,2.0,38.0,11.0,2.0,2.235294117647059,0.6470588235294118
2023-12-17,16:15,La Liga,17,Sun,1,D,0.0,0.0,Betis,1.1,1.1,57.0,33172.0,Mikel Oyarzabal,4-3-3,1,0.0,30,1.2,"478,90",Real Sociedad,6.0,29.0,18.0,2.0,1.7058823529411764,1.0588235294117647
2023-12-17,21:00,La Liga,17,Sun,0,L,1.0,4.0,Real Madrid,0.8,2.3,40.0,70500.0,Raúl Albiol,4-4-2,0,-3.0,16,0.64,"213,20",Villareal,13.0,23.0,33.0,1.0,1.3529411764705883,1.9411764705882353
2023-12-18,21:00,La Liga,17,Mon,0,L,0.0,3.0,Girona,0.7,1.7,34.0,11812.0,Rubén Duarte,3-4-3,0,-3.0,16,0.8421052631578947,"97,20",Alavés,14.0,14.0,23.0,1.0,0.8235294117647058,1.3529411764705883
2023-12-18,21:00,La Liga,17,Mon,1,W,3.0,0.0,Alavés,1.7,0.7,66.0,11812.0,Aleix García,3-4-3,3,3.0,44,2.3157894736842106,"246,80",Girona,1.0,41.0,20.0,2.0,2.411764705882353,1.1764705882352942
2023-12-19,21:30,La Liga,18,Tue,1,D,3.0,3.0,Getafe,2.0,2.0,42.0,46401.0,Koke,3-5-2,1,0.0,35,1.5217391304347827,"417,80",Atlético Madrid,4.0,35.0,19.0,1.0,2.0588235294117645,1.1176470588235294
2023-12-19,21:30,La Liga,18,Tue,0,D,3.0,3.0,Atlético Madrid,2.0,2.0,58.0,46401.0,Jaime Mata,4-4-2,1,0.0,26,1.3,"95,05",Getafe,8.0,24.0,23.0,2.0,1.3333333333333333,1.2777777777777777
2023-12-19,21:30,La Liga,18,Tue,1,L,0.0,3.0,Sevilla,0.9,0.5,52.0,16534.0,Antonio Puertas,4-1-4-1,0,-3.0,8,0.42105263157894735,"87,50",Granada,19.0,20.0,40.0,0.0,1.1111111111111112,2.2222222222222223
2023-12-19,19:00,La Liga,18,Tue,1,L,0.0,1.0,Valencia,0.3,0.3,59.0,12290.0,Isaac Palazón Camacho,4-4-2,0,-1.0,20,1.0,"68,60",Rayo Vallecano,11.0,16.0,24.0,0.0,0.8888888888888888,1.3333333333333333
2023-12-19,21:30,La Liga,18,Tue,0,W,3.0,0.0,Granada,0.5,0.9,48.0,16534.0,Sergio Ramos,3-5-2,3,3.0,16,0.6153846153846154,"212,00",Sevilla,15.0,23.0,24.0,0.0,1.3529411764705883,1.411764705882353
2023-12-19,19:00,La Liga,18,Tue,0,W,1.0,0.0,Rayo Vallecano,0.3,0.3,41.0,12290.0,Mouctar Diakhaby,4-4-2,3,1.0,23,1.15,"215,95",Valencia,10.0,19.0,22.0,0.0,1.0555555555555556,1.2222222222222223
2023-12-20,19:00,La Liga,18,Wed,0,L,2.0,3.0,Barcelona,1.6,3.4,35.0,34471.0,Juan Brandáriz,5-3-2,0,-1.0,5,0.25,"72,80",Almería,20.0,19.0,42.0,0.0,1.0555555555555556,2.3333333333333335
2023-12-20,21:30,La Liga,18,Wed,1,W,1.0,0.0,Las Palmas,3.4,0.3,50.0,39471.0,Iñaki Williams,4-2-3-1,3,1.0,35,1.75,"261,00",Athletic Club,5.0,34.0,19.0,2.0,1.8888888888888888,1.0555555555555556
2023-12-20,19:00,La Liga,18,Wed,1,W,3.0,2.0,Almería,3.4,1.6,65.0,34471.0,Sergi Roberto,4-3-3,3,1.0,38,1.5833333333333333,"839,50",Barcelona,3.0,34.0,21.0,1.0,1.8888888888888888,1.1666666666666667
2023-12-20,21:30,La Liga,18,Wed,0,L,2.0,3.0,Villarreal,1.3,2.4,51.0,14687.0,Kevin Vázquez,4-4-2,0,-1.0,13,0.65,"112,00",Celta Vigo,18.0,18.0,28.0,1.0,1.0,1.5555555555555556
2023-12-20,21:30,La Liga,18,Wed,0,L,0.0,1.0,Athletic Club,0.3,3.4,50.0,39471.0,Enzo Loiodice,4-5-1,0,-1.0,25,1.25,"96,60",Las Palmas,9.0,15.0,15.0,2.0,0.8333333333333334,0.8333333333333334
2023-12-20,21:30,La Liga,18,Wed,1,W,3.0,2.0,Celta Vigo,2.4,1.3,49.0,14687.0,Raúl Albiol,4-4-2,3,1.0,19,0.7307692307692307,"213,20",Villareal,12.0,26.0,35.0,0.0,1.4444444444444444,1.9444444444444444
2023-12-21,21:30,La Liga,18,Thu,1,L,0.0,1.0,Real Madrid,0.6,0.6,40.0,19275.0,Rubén Duarte,4-2-3-1,0,-1.0,16,0.8,"97,20",Alavés,16.0,14.0,24.0,0.0,0.7777777777777778,1.3333333333333333
2023-12-21,19:00,La Liga,18,Thu,1,D,1.0,1.0,Girona,1.5,1.7,47.0,51394.0,Andrés Guardado,4-2-3-1,1,0.0,28,1.0769230769230769,"198,50",Betis,7.0,20.0,18.0,0.0,1.1111111111111112,1.0
2023-12-21,19:00,La Liga,18,Thu,1,D,0.0,0.0,Real Sociedad,1.0,0.5,40.0,17693.0,Isaac Carcelen,4-4-2,1,0.0,15,0.75,"62,10",Cádiz,17.0,14.0,24.0,0.0,0.7777777777777778,1.3333333333333333
2023-12-21,19:00,La Liga,18,Thu,0,D,1.0,1.0,Betis,1.7,1.5,53.0,51394.0,Aleix García,4-2-3-1,1,0.0,45,2.25,"246,80",Girona,2.0,42.0,21.0,3.0,2.3333333333333335,1.1666666666666667
2023-12-21,21:30,La Liga,18,Thu,1,W,3.0,2.0,Osasuna,1.1,1.6,42.0,14192.0,Antonio Raillo,3-4-3,3,1.0,18,0.9,"87,10",Mallorca,14.0,17.0,22.0,1.0,0.9444444444444444,1.2222222222222223
2023-12-21,21:30,La Liga,18,Thu,0,L,2.0,3.0,Mallorca,1.6,1.1,58.0,14192.0,David García,4-3-3,0,-1.0,19,0.95,"99,30",Osasuna,13.0,21.0,29.0,1.0,1.1666666666666667,1.6111111111111112
2023-12-21,21:30,La Liga,18,Thu,0,W,1.0,0.0,Alavés,0.6,0.6,60.0,19275.0,Nacho,4-3-1-2,3,1.0,45,1.875,"1,04",Real Madrid,1.0,39.0,11.0,2.0,2.1666666666666665,0.6111111111111112
2023-12-21,19:00,La Liga,18,Thu,0,D,0.0,0.0,Cádiz,0.5,1.0,60.0,17693.0,Mikel Oyarzabal,4-1-4-1,1,0.0,31,1.1923076923076923,"478,90",Real Sociedad,6.0,29.0,18.0,1.0,1.6111111111111112,1.0
2023-12-23,16:15,La Liga,4,Sat,1,W,1.0,0.0,Sevilla,0.9,0.3,50.0,64308.0,Koke,5-4-1,3,1.0,38,1.5833333333333333,"417,80",Atlético Madrid,1.0,36.0,19.0,1.0,2.0,1.0555555555555556
2023-12-23,16:15,La Liga,4,Sat,0,L,0.0,1.0,Atlético Madrid,0.3,0.9,50.0,64308.0,Ivan Rakitić,3-5-2,0,-1.0,16,0.5925925925925926,"212,00",Sevilla,2.0,23.0,25.0,1.0,1.2777777777777777,1.3888888888888888
2024-01-02,19:15,La Liga,19,Tue,0,D,1.0,1.0,Real Sociedad,1.0,1.2,47.0,34051.0,Luis Rioja,4-2-3-1,1,0.0,17,0.8095238095238095,"97,20",Alavés,15.0,15.0,25.0,0.0,0.7894736842105263,1.3157894736842106
2024-01-02,17:00,La Liga,19,Tue,1,L,0.0,2.0,Rayo Vallecano,0.4,1.9,38.0,11204.0,Djené,4-4-2,0,-2.0,26,1.2380952380952381,"95,05",Getafe,8.0,24.0,25.0,2.0,1.263157894736842,1.3157894736842106
2024-01-02,17:00,La Liga,19,Tue,0,W,2.0,0.0,Getafe,1.9,0.4,62.0,11204.0,Óscar Valentín,4-4-2,3,2.0,23,1.0952380952380953,"68,60",Rayo Vallecano,11.0,18.0,24.0,0.0,0.9473684210526315,1.263157894736842
2024-01-02,19:15,La Liga,19,Tue,1,D,1.0,1.0,Alavés,1.2,1.0,53.0,34051.0,Mikel Oyarzabal,4-3-3,1,0.0,32,1.1851851851851851,"478,90",Real Sociedad,6.0,30.0,19.0,1.0,1.5789473684210527,1.0
2024-01-02,21:30,La Liga,19,Tue,1,W,3.0,1.0,Villarreal,2.8,0.5,45.0,44973.0,José Luis Gayà,4-4-2,3,2.0,26,1.2380952380952381,"215,95",Valencia,9.0,22.0,23.0,1.0,1.1578947368421053,1.2105263157894737
2024-01-02,21:30,La Liga,19,Tue,0,L,1.0,3.0,Valencia,0.5,2.8,55.0,44973.0,Raúl Albiol,4-3-3,0,-2.0,19,0.7037037037037037,"213,20",Villareal,13.0,27.0,38.0,1.0,1.4210526315789473,2.0
2024-01-03,21:30,La Liga,19,Wed,0,L,3.0,4.0,Girona,2.3,2.3,48.0,13804.0,Koke,3-1-4-2,0,-1.0,38,1.52,"417,80",Atlético Madrid,4.0,39.0,23.0,1.0,2.0526315789473686,1.2105263157894737
2024-01-03,19:15,La Liga,19,Wed,0,L,1.0,2.0,Celta Vigo,1.4,2.7,60.0,21105.0,Germán Pezzella,4-2-3-1,0,-1.0,28,1.037037037037037,"198,50",Betis,7.0,21.0,20.0,0.0,1.105263157894737,1.0526315789473684
2024-01-03,19:15,La Liga,19,Wed,1,W,2.0,1.0,Betis,2.7,1.4,40.0,21105.0,Iago Aspas,4-4-2,3,1.0,16,0.7619047619047619,"112,00",Celta Vigo,17.0,20.0,29.0,1.0,1.0526315789473684,1.5263157894736843
2024-01-03,17:00,La Liga,19,Wed,0,L,0.0,2.0,Granada,0.8,3.0,45.0,17732.0,Isaac Carcelen,4-4-2,0,-2.0,15,0.7142857142857143,"62,10",Cádiz,18.0,14.0,26.0,0.0,0.7368421052631579,1.368421052631579
2024-01-03,21:30,La Liga,19,Wed,1,W,4.0,3.0,Atlético Madrid,2.3,2.3,52.0,13804.0,Valery Fernández,4-4-1-1,3,1.0,48,2.2857142857142856,"246,80",Girona,2.0,46.0,24.0,2.0,2.4210526315789473,1.263157894736842
2024-01-03,17:00,La Liga,19,Wed,1,W,2.0,0.0,Cádiz,3.0,0.8,55.0,17732.0,Carlos Neva,4-4-2,3,2.0,11,0.55,"87,50",Granada,19.0,22.0,40.0,0.0,1.1578947368421053,2.1052631578947367
2024-01-03,19:15,La Liga,19,Wed,0,L,0.0,1.0,Real Madrid,0.6,1.7,33.0,72394.0,Antonio Raillo,5-4-1,0,-1.0,18,0.8571428571428571,"87,10",Mallorca,14.0,17.0,23.0,2.0,0.8947368421052632,1.2105263157894737
2024-01-03,19:15,La Liga,19,Wed,1,W,1.0,0.0,Mallorca,1.7,0.6,67.0,72394.0,Luka Modrić,4-2-2-2,3,1.0,48,1.92,"1,04",Real Madrid,1.0,40.0,11.0,2.0,2.1052631578947367,0.5789473684210527
2024-01-04,17:00,La Liga,19,Thu,0,L,0.0,1.0,Osasuna,0.2,1.3,48.0,20391.0,Lucas Robertone,4-2-3-1,0,-1.0,5,0.23809523809523808,"72,80",Almería,20.0,19.0,43.0,0.0,1.0,2.263157894736842
