Date,Time,Comp,Round,Day,Venue,Result,GF,GA,Opponent,xG,xGA,Poss,Attendance,Captain,Formation,points,GD,cum_points,PpG,Market Value,Team,League Position,Total_GF,Total_GA,form_last_3,avgGF,avgGA
2024-01-04,19:15,La Liga,19,Thu,0,W,2.0,0.0,Sevilla,1.3,0.7,39.0,28366.0,Iñigo Lekue,4-2-3-1,3,2.0,38,1.8095238095238095,"261,00",Athletic Club,5.0,36.0,19.0,2.0,1.894736842105263,1.0
2024-01-04,20:30,La Liga,19,Thu,0,W,2.0,1.0,Las Palmas,2.4,0.7,56.0,31712.0,Sergi Roberto,4-3-3,3,1.0,41,1.64,"839,50",Barcelona,3.0,36.0,22.0,1.0,1.894736842105263,1.1578947368421053
2024-01-04,20:30,La Liga,19,Thu,1,L,1.0,2.0,Barcelona,0.7,2.4,44.0,31712.0,Kirian Rodríguez,4-3-3,0,-1.0,25,1.1904761904761905,"96,60",Las Palmas,10.0,16.0,17.0,1.0,0.8421052631578947,0.8947368421052632
2024-01-04,17:00,La Liga,19,Thu,1,W,1.0,0.0,Almería,1.3,0.2,52.0,20391.0,David García,4-3-3,3,1.0,22,1.0476190476190477,"99,30",Osasuna,12.0,22.0,29.0,1.0,1.1578947368421053,1.5263157894736843
2024-01-04,19:15,La Liga,19,Thu,1,L,0.0,2.0,Athletic Club,0.7,1.3,61.0,28366.0,Sergio Ramos,5-3-2,0,-2.0,16,0.5714285714285714,"212,00",Sevilla,16.0,23.0,27.0,1.0,1.2105263157894737,1.4210526315789473
2024-01-12,21:00,La Liga,20,Fri,0,W,3.0,2.0,Sevilla,2.0,2.2,32.0,34225.0,Luis Rioja,4-2-3-1,3,1.0,20,0.8695652173913043,"97,20",Alavés,13.0,18.0,27.0,0.0,0.9,1.35
2024-01-12,21:00,La Liga,20,Fri,1,L,2.0,3.0,Alavés,2.2,2.0,68.0,34225.0,Jesús Navas,4-4-2,0,-1.0,16,0.5333333333333333,"212,00",Sevilla,17.0,25.0,30.0,1.0,1.25,1.5
2024-01-13,18:30,La Liga,20,Sat,1,W,2.0,1.0,Real Sociedad,1.6,1.1,49.0,51475.0,Iñigo Lekue,4-2-3-1,3,1.0,41,1.7826086956521738,"261,00",Athletic Club,5.0,38.0,20.0,3.0,1.9,1.0
2024-01-13,21:00,La Liga,20,Sat,1,W,1.0,0.0,Granada,1.8,0.5,57.0,50197.0,Andrés Guardado,4-2-3-1,3,1.0,31,1.0689655172413792,"198,50",Betis,7.0,22.0,20.0,0.0,1.1,1.0
2024-01-13,16:15,La Liga,20,Sat,0,D,1.0,1.0,Mallorca,0.6,1.8,43.0,21130.0,Iago Aspas,5-3-2,1,0.0,17,0.7391304347826086,"112,00",Celta Vigo,16.0,21.0,30.0,2.0,1.05,1.5
2024-01-13,21:00,La Liga,20,Sat,0,L,0.0,1.0,Betis,0.5,1.8,43.0,50197.0,Carlos Neva,4-4-2,0,-1.0,11,0.5238095238095238,"87,50",Granada,19.0,22.0,41.0,1.0,1.1,2.05
2024-01-13,13:00,La Liga,20,Sat,1,W,3.0,0.0,Villarreal,0.8,2.0,54.0,24485.0,Kirian Rodríguez,4-3-3,3,3.0,28,1.2173913043478262,"96,60",Las Palmas,10.0,19.0,17.0,0.0,0.95,0.85
2024-01-13,16:15,La Liga,20,Sat,1,D,1.0,1.0,Celta Vigo,1.8,0.6,57.0,21130.0,Antonio Raillo,5-4-1,1,0.0,19,0.8260869565217391,"87,10",Mallorca,14.0,18.0,24.0,1.0,0.9,1.2
2024-01-13,18:30,La Liga,20,Sat,0,L,1.0,2.0,Athletic Club,1.1,1.6,51.0,51475.0,Mikel Oyarzabal,4-1-4-1,0,-1.0,32,1.103448275862069,"478,90",Real Sociedad,6.0,31.0,21.0,0.0,1.55,1.05
2024-01-13,13:00,La Liga,20,Sat,0,L,0.0,3.0,Las Palmas,2.0,0.8,46.0,24485.0,Gerard Moreno,4-4-2,0,-3.0,19,0.6551724137931034,"213,20",Villareal,15.0,27.0,41.0,1.0,1.35,2.05
2024-01-14,14:00,La Liga,20,Sun,1,D,0.0,0.0,Girona,1.7,0.3,46.0,12111.0,Lucas Robertone,4-1-4-1,1,0.0,6,0.2727272727272727,"72,80",Almería,20.0,19.0,43.0,0.0,0.95,2.15
2024-01-14,16:15,La Liga,20,Sun,1,L,1.0,4.0,Valencia,1.1,1.9,57.0,18622.0,Isaac Carcelen,4-5-1,0,-3.0,15,0.6818181818181818,"62,10",Cádiz,18.0,15.0,30.0,0.0,0.75,1.5
2024-01-14,14:00,La Liga,20,Sun,0,D,0.0,0.0,Almería,0.3,1.7,54.0,12111.0,Juanpe,4-4-1-1,1,0.0,49,2.130434782608696,"246,80",Girona,2.0,46.0,24.0,2.0,2.3,1.2
2024-01-14,16:15,La Liga,20,Sun,0,W,4.0,1.0,Cádiz,1.9,1.1,43.0,18622.0,José Luis Gayà,4-4-2,3,3.0,29,1.2608695652173914,"215,95",Valencia,9.0,26.0,24.0,2.0,1.3,1.2
2024-01-19,21:00,La Liga,21,Fri,1,W,1.0,0.0,Cádiz,2.0,0.3,49.0,15838.0,Rubén Duarte,4-2-3-1,3,1.0,23,0.92,"97,20",Alavés,13.0,19.0,27.0,1.0,0.9047619047619048,1.2857142857142858
2024-01-19,21:00,La Liga,21,Fri,0,L,0.0,1.0,Alavés,0.3,2.0,51.0,15838.0,Jeremías Ledesma,4-4-2,0,-1.0,15,0.6521739130434783,"62,10",Cádiz,18.0,15.0,31.0,0.0,0.7142857142857143,1.4761904761904763
2024-01-20,18:30,La Liga,21,Sat,0,L,0.0,1.0,Valencia,0.5,0.9,60.0,45344.0,Iñigo Lekue,4-2-3-1,0,-1.0,41,1.64,"261,00",Athletic Club,5.0,38.0,21.0,3.0,1.8095238095238095,1.0
2024-01-20,21:00,La Liga,21,Sat,1,L,0.0,1.0,Real Sociedad,0.3,0.8,49.0,20901.0,Iago Aspas,4-4-2,0,-1.0,17,0.68,"112,00",Celta Vigo,16.0,21.0,31.0,1.0,1.0,1.4761904761904763
2024-01-20,14:00,La Liga,21,Sat,0,W,2.0,0.0,Rayo Vallecano,0.7,1.6,55.0,12477.0,Kirian Rodríguez,4-5-1,3,2.0,31,1.2916666666666667,"96,60",Las Palmas,9.0,21.0,17.0,1.0,1.0,0.8095238095238095
2024-01-20,16:15,La Liga,21,Sat,0,D,1.0,1.0,Villarreal,0.4,1.9,49.0,16479.0,Antonio Raillo,5-4-1,1,0.0,20,0.8,"87,10",Mallorca,14.0,19.0,25.0,1.0,0.9047619047619048,1.1904761904761905
2024-01-20,14:00,La Liga,21,Sat,1,L,0.0,2.0,Las Palmas,1.6,0.7,45.0,12477.0,Óscar Valentín,4-4-2,0,-2.0,23,0.9583333333333334,"68,60",Rayo Vallecano,12.0,18.0,26.0,1.0,0.9,1.3
2024-01-20,21:00,La Liga,21,Sat,0,W,1.0,0.0,Celta Vigo,0.8,0.3,51.0,20901.0,Igor Zubeldia,5-3-2,3,1.0,35,1.1290322580645162,"478,90",Real Sociedad,6.0,32.0,21.0,0.0,1.5238095238095237,1.0
2024-01-20,18:30,La Liga,21,Sat,1,W,1.0,0.0,Athletic Club,0.9,0.5,40.0,45344.0,José Luis Gayà,4-4-2,3,1.0,32,1.28,"215,95",Valencia,7.0,27.0,24.0,3.0,1.2857142857142858,1.1428571428571428
2024-01-20,16:15,La Liga,21,Sat,1,D,1.0,1.0,Mallorca,1.9,0.4,51.0,16479.0,Gerard Moreno,4-4-2,1,0.0,20,0.6666666666666666,"213,20",Villareal,15.0,28.0,42.0,1.0,1.3333333333333333,2.0
2024-01-21,16:15,La Liga,21,Sun,0,L,2.0,3.0,Real Madrid,0.9,2.2,27.0,72044.0,Lucas Robertone,5-4-1,0,-1.0,6,0.2608695652173913,"72,80",Almería,20.0,21.0,46.0,0.0,1.0,2.1904761904761907
2024-01-21,18:30,La Liga,21,Sun,0,W,4.0,2.0,Betis,3.0,1.1,63.0,53288.0,Ronald Araújo,4-3-3,3,2.0,44,1.4666666666666666,"839,50",Barcelona,3.0,40.0,24.0,2.0,2.0,1.2
2024-01-21,18:30,La Liga,21,Sun,1,L,2.0,4.0,Barcelona,1.1,3.0,37.0,53288.0,Germán Pezzella,4-2-3-1,0,-2.0,31,1.0333333333333334,"198,50",Betis,8.0,24.0,24.0,1.0,1.1428571428571428,1.1428571428571428
2024-01-21,14:00,La Liga,21,Sun,0,L,2.0,3.0,Osasuna,1.4,1.2,57.0,18811.0,Djené,4-4-2,0,-1.0,26,1.0833333333333333,"95,05",Getafe,10.0,26.0,28.0,1.0,1.3,1.4
2024-01-21,21:00,La Liga,21,Sun,1,W,5.0,1.0,Sevilla,2.3,0.7,55.0,13092.0,Juanpe,4-4-2,3,4.0,52,2.08,"246,80",Girona,1.0,51.0,25.0,1.0,2.4285714285714284,1.1904761904761905
2024-01-21,14:00,La Liga,21,Sun,1,W,3.0,2.0,Getafe,1.2,1.4,43.0,18811.0,David García,3-5-2,3,1.0,25,1.0,"99,30",Osasuna,11.0,25.0,31.0,2.0,1.25,1.55
2024-01-21,16:15,La Liga,21,Sun,1,W,3.0,2.0,Almería,2.2,0.9,73.0,72044.0,Nacho,4-3-1-2,3,1.0,51,1.7,"1,04",Real Madrid,2.0,43.0,13.0,3.0,2.15,0.65
2024-01-21,21:00,La Liga,21,Sun,0,L,1.0,5.0,Girona,0.7,2.3,45.0,13092.0,Jesús Navas,5-3-2,0,-4.0,16,0.5,"212,00",Sevilla,17.0,26.0,35.0,0.0,1.2380952380952381,1.6666666666666667
2024-01-22,21:00,La Liga,21,Mon,0,W,1.0,0.0,Granada,1.2,0.6,47.0,18704.0,Jan Oblak,3-5-2,3,1.0,41,1.4137931034482758,"417,80",Atlético Madrid,4.0,40.0,23.0,1.0,2.0,1.15
2024-01-22,21:00,La Liga,21,Mon,1,L,0.0,1.0,Atlético Madrid,0.6,1.2,53.0,18704.0,Carlos Neva,4-3-3,0,-1.0,11,0.5,"87,50",Granada,19.0,22.0,42.0,1.0,1.0476190476190477,2.0
2024-01-26,21:00,La Liga,22,Fri,0,W,3.0,0.0,Almería,1.8,1.4,36.0,13817.0,Rubén Duarte,4-2-3-1,3,3.0,26,1.0,"97,20",Alavés,12.0,22.0,27.0,2.0,1.0,1.2272727272727273
2024-01-26,21:00,La Liga,22,Fri,1,L,0.0,3.0,Alavés,1.4,1.8,64.0,13817.0,Lucas Robertone,4-2-3-1,0,-3.0,6,0.25,"72,80",Almería,20.0,21.0,49.0,0.0,0.9545454545454546,2.227272727272727
2024-01-27,18:30,La Liga,22,Sat,1,L,3.0,5.0,Villarreal,2.2,2.1,70.0,46229.0,Ronald Araújo,4-3-3,0,-2.0,44,1.375,"839,50",Barcelona,3.0,43.0,29.0,3.0,2.0476190476190474,1.380952380952381
2024-01-27,21:00,La Liga,22,Sat,0,W,1.0,0.0,Mallorca,0.4,1.5,47.0,20051.0,Nabil Fekir,4-2-3-1,3,1.0,34,1.096774193548387,"198,50",Betis,7.0,25.0,24.0,1.0,1.1363636363636365,1.0909090909090908
2024-01-27,15:15,La Liga,22,Sat,1,L,1.0,2.0,Real Madrid,0.7,2.3,53.0,32037.0,Kirian Rodríguez,4-5-1,0,-1.0,31,1.24,"96,60",Las Palmas,9.0,22.0,19.0,2.0,1.0,0.8636363636363636
2024-01-27,21:00,La Liga,22,Sat,1,L,0.0,1.0,Betis,1.5,0.4,53.0,20051.0,Antonio Raillo,5-3-2,0,-1.0,20,0.7407407407407407,"87,10",Mallorca,15.0,19.0,26.0,0.0,0.8636363636363636,1.1818181818181819
2024-01-27,14:00,La Liga,22,Sat,0,D,0.0,0.0,Real Sociedad,0.1,0.2,49.0,32528.0,Óscar Valentín,4-4-2,1,0.0,24,0.96,"68,60",Rayo Vallecano,13.0,18.0,26.0,1.0,0.8571428571428571,1.2380952380952381
2024-01-27,15:15,La Liga,22,Sat,0,W,2.0,1.0,Las Palmas,2.3,0.7,47.0,32037.0,Nacho,4-3-1-2,3,1.0,54,1.7419354838709677,"1,04",Real Madrid,2.0,45.0,14.0,3.0,2.142857142857143,0.6666666666666666
2024-01-27,14:00,La Liga,22,Sat,1,D,0.0,0.0,Rayo Vallecano,0.2,0.1,51.0,32528.0,Igor Zubeldia,5-3-2,1,0.0,36,1.0909090909090908,"478,90",Real Sociedad,6.0,32.0,21.0,1.0,1.4545454545454546,0.9545454545454546
2024-01-27,18:30,La Liga,22,Sat,0,W,5.0,3.0,Barcelona,2.1,2.2,30.0,46229.0,Gerard Moreno,4-4-2,3,2.0,23,0.7419354838709677,"213,20",Villareal,14.0,33.0,45.0,0.0,1.5,2.0454545454545454
2024-01-28,16:15,La Liga,22,Sun,0,D,0.0,0.0,Cádiz,0.2,0.4,56.0,18839.0,Óscar de Marcos,4-2-3-1,1,0.0,42,1.5555555555555556,"261,00",Athletic Club,5.0,38.0,21.0,2.0,1.7272727272727273,0.9545454545454546
2024-01-28,21:00,La Liga,22,Sun,1,W,2.0,0.0,Valencia,2.4,0.5,54.0,59493.0,Koke,3-5-2,3,2.0,44,1.4193548387096775,"417,80",Atlético Madrid,4.0,42.0,23.0,2.0,2.0,1.0952380952380953
2024-01-28,14:00,La Liga,22,Sun,1,L,0.0,1.0,Girona,0.6,0.9,40.0,20684.0,Iago Aspas,3-4-3,0,-1.0,17,0.6296296296296297,"112,00",Celta Vigo,17.0,21.0,32.0,1.0,0.9545454545454546,1.4545454545454546
2024-01-28,16:15,La Liga,22,Sun,1,D,0.0,0.0,Athletic Club,0.4,0.2,44.0,18839.0,Isaac Carcelen,4-4-2,1,0.0,16,0.6666666666666666,"62,10",Cádiz,18.0,15.0,31.0,0.0,0.6818181818181818,1.4090909090909092
2024-01-28,14:00,La Liga,22,Sun,0,W,1.0,0.0,Celta Vigo,0.9,0.6,60.0,20684.0,Aleix García,4-2-3-1,3,1.0,55,2.037037037037037,"246,80",Girona,1.0,52.0,25.0,2.0,2.3636363636363638,1.1363636363636365
2024-01-28,18:30,La Liga,22,Sun,0,D,1.0,1.0,Sevilla,1.2,0.8,57.0,36640.0,David García,3-5-2,1,0.0,26,1.0,"99,30",Osasuna,11.0,26.0,32.0,2.0,1.2380952380952381,1.5238095238095237
2024-01-28,18:30,La Liga,22,Sun,1,D,1.0,1.0,Osasuna,0.8,1.2,43.0,36640.0,Jesús Navas,3-5-2,1,0.0,17,0.5,"212,00",Sevilla,16.0,27.0,36.0,0.0,1.2272727272727273,1.6363636363636365
2024-01-28,21:00,La Liga,22,Sun,0,L,0.0,2.0,Atlético Madrid,0.5,2.4,46.0,59493.0,José Luis Gayà,4-2-3-1,0,-2.0,32,1.2307692307692308,"215,95",Valencia,8.0,27.0,26.0,3.0,1.2272727272727273,1.1818181818181819
2024-01-29,21:00,La Liga,22,Mon,1,W,2.0,0.0,Granada,1.3,1.9,40.0,10382.0,Djené,4-4-2,3,2.0,29,1.16,"95,05",Getafe,10.0,28.0,28.0,0.0,1.3333333333333333,1.3333333333333333
2024-01-29,21:00,La Liga,22,Mon,0,L,0.0,2.0,Getafe,1.9,1.3,60.0,10382.0,Carlos Neva,4-3-3,0,-2.0,11,0.4782608695652174,"87,50",Granada,19.0,22.0,44.0,1.0,1.0,2.0
2024-01-31,21:00,La Liga,20,Wed,1,W,2.0,1.0,Rayo Vallecano,1.0,0.4,54.0,47003.0,Jan Oblak,3-5-2,3,1.0,47,1.46875,"417,80",Atlético Madrid,4.0,44.0,24.0,2.0,2.0,1.0909090909090908
2024-01-31,19:00,La Liga,20,Wed,1,W,1.0,0.0,Osasuna,1.9,1.0,68.0,37888.0,Ronald Araújo,4-3-3,3,1.0,47,1.4242424242424243,"839,50",Barcelona,3.0,44.0,29.0,2.0,2.0,1.3181818181818181
2024-01-31,19:00,La Liga,20,Wed,0,L,0.0,1.0,Barcelona,1.0,1.9,32.0,37888.0,Unai García,5-3-2,0,-1.0,26,0.9629629629629629,"99,30",Osasuna,11.0,26.0,33.0,2.0,1.1818181818181819,1.5
2024-01-31,21:00,La Liga,20,Wed,0,L,1.0,2.0,Atlético Madrid,0.4,1.0,46.0,47003.0,Óscar Valentín,3-4-3,0,-1.0,24,0.9230769230769231,"68,60",Rayo Vallecano,12.0,19.0,28.0,1.0,0.8636363636363636,1.2727272727272727
2024-02-01,21:00,La Liga,20,Thu,1,L,0.0,2.0,Real Madrid,0.8,2.0,42.0,15264.0,Djené,4-4-2,0,-2.0,29,1.1153846153846154,"95,05",Getafe,8.0,28.0,30.0,1.0,1.2727272727272727,1.3636363636363635
2024-02-01,21:00,La Liga,20,Thu,0,W,2.0,0.0,Getafe,2.0,0.8,58.0,15264.0,Nacho,4-3-1-2,3,2.0,57,1.78125,"1,04",Real Madrid,1.0,47.0,14.0,3.0,2.1363636363636362,0.6363636363636364
2024-02-02,21:00,La Liga,23,Fri,1,W,4.0,0.0,Mallorca,1.7,0.4,62.0,47061.0,Óscar de Marcos,4-2-3-1,3,4.0,45,1.6071428571428572,"261,00",Athletic Club,5.0,42.0,21.0,1.0,1.826086956521739,0.9130434782608695
2024-02-02,21:00,La Liga,23,Fri,0,L,0.0,4.0,Athletic Club,0.4,1.7,38.0,47061.0,Antonio Raillo,5-4-1,0,-4.0,20,0.7142857142857143,"87,10",Mallorca,15.0,19.0,30.0,0.0,0.8260869565217391,1.3043478260869565
2024-02-03,18:30,La Liga,23,Sat,1,L,1.0,3.0,Barcelona,1.0,1.2,36.0,19480.0,Rubén Duarte,4-2-3-1,0,-2.0,26,0.9629629629629629,"97,20",Alavés,12.0,23.0,30.0,3.0,1.0,1.3043478260869565
2024-02-03,14:00,La Liga,23,Sat,0,L,1.0,2.0,Valencia,1.9,1.4,52.0,42877.0,Gonzalo Melero,4-2-3-1,0,-1.0,6,0.24,"72,80",Almería,20.0,22.0,51.0,0.0,0.9565217391304348,2.217391304347826
2024-02-03,18:30,La Liga,23,Sat,0,W,3.0,1.0,Alavés,1.2,1.0,64.0,19480.0,Ronald Araújo,4-3-3,3,2.0,50,1.4705882352941178,"839,50",Barcelona,3.0,47.0,30.0,2.0,2.0434782608695654,1.3043478260869565
2024-02-03,21:00,La Liga,23,Sat,1,D,0.0,0.0,Real Sociedad,0.7,0.6,49.0,13755.0,Aleix García,4-2-3-1,1,0.0,56,2.0,"246,80",Girona,2.0,52.0,25.0,2.0,2.260869565217391,1.0869565217391304
2024-02-03,16:15,La Liga,23,Sat,1,D,1.0,1.0,Las Palmas,0.1,1.0,23.0,17941.0,Carlos Neva,4-1-4-1,1,0.0,12,0.5,"87,50",Granada,19.0,23.0,45.0,0.0,1.0,1.9565217391304348
2024-02-03,16:15,La Liga,23,Sat,0,D,1.0,1.0,Granada,1.0,0.1,77.0,17941.0,Kirian Rodríguez,4-5-1,1,0.0,32,1.2307692307692308,"96,60",Las Palmas,9.0,23.0,20.0,2.0,1.0,0.8695652173913043
2024-02-03,21:00,La Liga,23,Sat,0,D,0.0,0.0,Girona,0.6,0.7,51.0,13755.0,Mikel Oyarzabal,4-4-1-1,1,0.0,37,1.088235294117647,"478,90",Real Sociedad,6.0,32.0,21.0,1.0,1.391304347826087,0.9130434782608695
2024-02-03,14:00,La Liga,23,Sat,1,W,2.0,1.0,Almería,1.4,1.9,48.0,42877.0,José Luis Gayà,4-4-2,3,1.0,35,1.2962962962962963,"215,95",Valencia,8.0,29.0,27.0,2.0,1.2608695652173914,1.173913043478261
2024-02-04,21:00,La Liga,23,Sun,0,D,1.0,1.0,Real Madrid,1.1,1.9,46.0,76732.0,Koke,3-5-2,1,0.0,48,1.4545454545454546,"417,80",Atlético Madrid,4.0,45.0,25.0,3.0,1.9565217391304348,1.0869565217391304
2024-02-04,18:30,La Liga,23,Sun,1,D,1.0,1.0,Getafe,1.6,1.5,54.0,53336.0,Nabil Fekir,4-2-3-1,1,0.0,35,1.09375,"198,50",Betis,7.0,26.0,25.0,2.0,1.1304347826086956,1.0869565217391304
2024-02-04,16:15,La Liga,23,Sun,0,W,3.0,0.0,Osasuna,1.1,1.1,30.0,20030.0,Renato Tapia,3-4-3,3,3.0,20,0.7142857142857143,"112,00",Celta Vigo,17.0,24.0,32.0,0.0,1.0434782608695652,1.391304347826087
2024-02-04,14:00,La Liga,23,Sun,0,D,0.0,0.0,Villarreal,0.7,1.2,41.0,17183.0,Isaac Carcelen,4-4-2,1,0.0,17,0.68,"62,10",Cádiz,18.0,15.0,31.0,0.0,0.6521739130434783,1.3478260869565217
2024-02-04,18:30,La Liga,23,Sun,0,D,1.0,1.0,Betis,1.5,1.6,46.0,53336.0,Djené,4-4-2,1,0.0,30,1.1111111111111112,"95,05",Getafe,10.0,29.0,31.0,1.0,1.2608695652173914,1.3478260869565217
2024-02-04,16:15,La Liga,23,Sun,1,L,0.0,3.0,Celta Vigo,1.1,1.1,70.0,20030.0,David García,5-3-2,0,-3.0,26,0.9285714285714286,"99,30",Osasuna,11.0,26.0,36.0,1.0,1.1304347826086956,1.565217391304348
2024-02-04,21:00,La Liga,23,Sun,1,D,1.0,1.0,Atlético Madrid,1.9,1.1,54.0,76732.0,Nacho,4-3-1-2,1,0.0,58,1.7575757575757576,"1,04",Real Madrid,1.0,48.0,15.0,3.0,2.0869565217391304,0.6521739130434783
2024-02-04,14:00,La Liga,23,Sun,1,D,0.0,0.0,Cádiz,1.2,0.7,59.0,17183.0,Raúl Albiol,4-4-2,1,0.0,24,0.75,"213,20",Villareal,14.0,33.0,45.0,1.0,1.434782608695652,1.9565217391304348
2024-02-05,21:00,La Liga,23,Mon,1,L,1.0,2.0,Sevilla,1.8,1.3,68.0,12546.0,Óscar Valentín,4-4-2,0,-1.0,24,0.8888888888888888,"68,60",Rayo Vallecano,13.0,20.0,30.0,0.0,0.8695652173913043,1.3043478260869565
2024-02-05,21:00,La Liga,23,Mon,0,W,2.0,1.0,Rayo Vallecano,1.3,1.8,32.0,12546.0,Jesús Navas,4-4-2,3,1.0,20,0.5714285714285714,"212,00",Sevilla,16.0,29.0,37.0,0.0,1.2608695652173914,1.608695652173913
2024-02-09,21:00,La Liga,24,Fri,0,W,2.0,0.0,Cádiz,1.0,0.8,47.0,15346.0,Nabil Fekir,4-2-3-1,3,2.0,38,1.1515151515151516,"198,50",Betis,6.0,28.0,25.0,1.0,1.1666666666666667,1.0416666666666667
2024-02-09,21:00,La Liga,24,Fri,1,L,0.0,2.0,Betis,0.8,1.0,53.0,15346.0,Jeremías Ledesma,4-4-2,0,-2.0,17,0.6538461538461539,"62,10",Cádiz,18.0,15.0,33.0,0.0,0.625,1.375
2024-02-10,14:00,La Liga,24,Sat,1,D,1.0,1.0,Villarreal,1.8,1.2,51.0,14523.0,Luis Rioja,4-2-3-1,1,0.0,27,0.9642857142857143,"97,20",Alavés,12.0,24.0,31.0,2.0,1.0,1.2916666666666667
2024-02-10,18:30,La Liga,24,Sat,0,L,0.0,4.0,Real Madrid,0.3,3.2,47.0,76585.0,Juanpe,4-2-3-1,0,-4.0,56,1.9310344827586208,"246,80",Girona,2.0,52.0,29.0,2.0,2.1666666666666665,1.2083333333333333
2024-02-10,20:00,La Liga,24,Sat,1,W,2.0,0.0,Valencia,1.3,0.5,72.0,25633.0,Kirian Rodríguez,4-5-1,3,2.0,35,1.2962962962962963,"96,60",Las Palmas,9.0,25.0,20.0,1.0,1.0416666666666667,0.8333333333333334
2024-02-10,16:15,La Liga,24,Sat,0,W,1.0,0.0,Real Sociedad,0.5,1.5,32.0,32905.0,David García,5-3-2,3,1.0,29,1.0,"99,30",Osasuna,11.0,27.0,36.0,0.0,1.125,1.5
2024-02-10,18:30,La Liga,24,Sat,1,W,4.0,0.0,Girona,3.2,0.3,53.0,76585.0,Dani Carvajal,4-3-1-2,3,4.0,61,1.7941176470588236,"1,04",Real Madrid,1.0,52.0,15.0,2.0,2.1666666666666665,0.625
2024-02-10,16:15,La Liga,24,Sat,1,L,0.0,1.0,Osasuna,1.5,0.5,68.0,32905.0,Mikel Merino,4-3-3,0,-1.0,37,1.0277777777777777,"478,90",Real Sociedad,7.0,32.0,22.0,1.0,1.3333333333333333,0.9166666666666666
2024-02-10,20:00,La Liga,24,Sat,0,L,0.0,2.0,Las Palmas,0.5,1.3,28.0,25633.0,José Luis Gayà,4-4-2,0,-2.0,35,1.25,"215,95",Valencia,8.0,29.0,29.0,2.0,1.2083333333333333,1.2083333333333333
2024-02-10,14:00,La Liga,24,Sat,0,D,1.0,1.0,Alavés,1.2,1.8,49.0,14523.0,Raúl Albiol,4-4-2,1,0.0,25,0.7575757575757576,"213,20",Villareal,13.0,34.0,46.0,1.0,1.4166666666666667,1.9166666666666667
2024-02-11,18:30,La Liga,24,Sun,0,L,0.0,1.0,Sevilla,1.5,1.0,62.0,31528.0,Koke,3-5-2,0,-1.0,48,1.3714285714285714,"417,80",Atlético Madrid,4.0,45.0,26.0,2.0,1.875,1.0833333333333333
2024-02-11,21:00,La Liga,24,Sun,1,D,3.0,3.0,Granada,2.3,1.4,65.0,41901.0,Marc-André ter Stegen,4-3-3,1,0.0,51,1.457142857142857,"839,50",Barcelona,3.0,50.0,33.0,2.0,2.0833333333333335,1.375
2024-02-11,14:00,La Liga,24,Sun,0,L,2.0,3.0,Getafe,1.2,2.1,52.0,11502.0,Renato Tapia,3-4-3,0,-1.0,20,0.6896551724137931,"112,00",Celta Vigo,17.0,26.0,35.0,1.0,1.0833333333333333,1.4583333333333333
2024-02-11,14:00,La Liga,24,Sun,1,W,3.0,2.0,Celta Vigo,2.1,1.2,48.0,11502.0,Djené,4-4-2,3,1.0,33,1.1785714285714286,"95,05",Getafe,10.0,32.0,33.0,1.0,1.3333333333333333,1.375
2024-02-11,21:00,La Liga,24,Sun,0,D,3.0,3.0,Barcelona,1.4,2.3,35.0,41901.0,Ignasi Miquel,4-1-4-1,1,0.0,13,0.52,"87,50",Granada,19.0,26.0,48.0,0.0,1.0833333333333333,2.0
2024-02-11,16:15,La Liga,24,Sun,1,W,2.0,1.0,Rayo Vallecano,0.9,1.6,49.0,16735.0,Antonio Raillo,5-4-1,3,1.0,23,0.7666666666666667,"87,10",Mallorca,15.0,21.0,31.0,0.0,0.875,1.2916666666666667
2024-02-11,16:15,La Liga,24,Sun,0,L,1.0,2.0,Mallorca,1.6,0.9,51.0,16735.0,Óscar Valentín,4-2-3-1,0,-1.0,24,0.8571428571428571,"68,60",Rayo Vallecano,14.0,21.0,32.0,0.0,0.875,1.3333333333333333
2024-02-11,18:30,La Liga,24,Sun,1,W,1.0,0.0,Atlético Madrid,1.0,1.5,38.0,31528.0,Jesús Navas,4-4-2,3,1.0,23,0.6388888888888888,"212,00",Sevilla,16.0,30.0,37.0,1.0,1.25,1.5416666666666667
2024-02-12,21:00,La Liga,24,Mon,1,D,0.0,0.0,Athletic Club,0.9,0.7,39.0,12863.0,Lucas Robertone,4-2-3-1,1,0.0,7,0.2692307692307692,"72,80",Almería,20.0,22.0,51.0,0.0,0.9166666666666666,2.125
2024-02-12,21:00,La Liga,24,Mon,0,D,0.0,0.0,Almería,0.7,0.9,61.0,12863.0,Óscar de Marcos,4-2-3-1,1,0.0,46,1.5333333333333334,"261,00",Athletic Club,5.0,42.0,21.0,1.0,1.75,0.875
2024-02-16,21:00,La Liga,25,Fri,0,D,1.0,1.0,Villarreal,0.8,1.2,45.0,16869.0,Djené,4-4-2,1,0.0,34,1.1724137931034482,"95,05",Getafe,10.0,33.0,34.0,1.0,1.32,1.36
2024-02-16,21:00,La Liga,25,Fri,1,D,1.0,1.0,Getafe,1.2,0.8,55.0,16869.0,Raúl Albiol,4-4-2,1,0.0,26,0.7647058823529411,"213,20",Villareal,13.0,35.0,47.0,1.0,1.4,1.88
